id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
8963,NCX54,9.195,low fat,0.0804424,Household,107.762,OUT010,1998,Medium,Tier 3,Grocery Store,105.862
8964,NCX54,9.195,Low Fat,0.0481346,Household,107.762,OUT049,1999,Medium,Tier 1,Supermarket Type1,529.311
8965,NCI54,15.2,Low Fat,0.033599,Household,107.791,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.91
8966,NCM42,6.13,Low Fat,0.0283215,Household,108.091,OUT046,1997,Small,Tier 1,Supermarket Type1,708.981
8967,NCS18,12.65,Low Fat,0.0423831,Household,108.094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.91
8968,NCS18,,Low Fat,0.0420067,Household,108.094,OUT027,1985,Medium,Tier 3,Supermarket Type3,2573.25
8969,NCI54,15.2,Low Fat,0.0335927,Household,108.191,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.25
8970,NCS18,12.65,Low Fat,0.0422767,Household,108.494,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.71
8971,NCS18,12.65,Low Fat,0.0422111,Household,108.694,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.52
8972,NCM42,6.13,Low Fat,0.0283789,Household,108.891,OUT045,2002,Small,Tier 2,Supermarket Type1,700.878
8973,NCI54,15.2,Low Fat,0.0336513,Household,108.991,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.44
8974,NCM42,6.13,Low Fat,0.0284369,Household,109.091,OUT018,2009,Medium,Tier 3,Supermarket Type2,708.853
8975,NCV42,6.26,Low Fat,0.031422,Household,109.323,OUT046,1997,Small,Tier 1,Supermarket Type1,732.266
8976,NCM42,6.13,LF,0.0474044,Household,109.391,OUT010,1998,Medium,Tier 3,Grocery Store,710.802
8977,NCM42,6.13,Low Fat,0.0283161,Household,109.391,OUT035,2004,Small,Tier 2,Supermarket Type1,737.625
8978,NCI54,15.2,low fat,0.0336672,Household,109.691,OUT045,2002,Small,Tier 2,Supermarket Type1,1419.49
8979,NCM42,,Low Fat,0.0281843,Household,109.691,OUT027,1985,Medium,Tier 3,Supermarket Type3,3891.92
8980,NCV42,6.26,Low Fat,0.03155,Household,109.823,OUT018,2009,Medium,Tier 3,Supermarket Type2,749.365
8981,NCV42,6.26,Low Fat,0.0314857,Household,110.023,OUT045,2002,Small,Tier 2,Supermarket Type1,730.067
8982,NCM42,6.13,Low Fat,0.0283655,Household,110.091,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.87
8983,NCV42,,Low Fat,0.0312698,Household,110.123,OUT027,1985,Medium,Tier 3,Supermarket Type3,3521.7
8984,NCV42,6.26,Low Fat,0.0314708,Household,110.223,OUT049,1999,Medium,Tier 1,Supermarket Type1,1547.32
8985,NCM42,6.13,Low Fat,0.0284817,Household,110.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,1310.29
8986,NCI54,15.2,Low Fat,0.0,Household,110.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,1637.87
8987,NCI54,,LF,0.0588276,Household,110.491,OUT019,1985,Small,Tier 1,Grocery Store,436.765
8988,NCV42,6.26,Low Fat,0.0313958,Household,110.723,OUT013,1987,High,Tier 3,Supermarket Type1,748.575
8989,NCI54,15.2,Low Fat,0.0562379,Household,110.791,OUT010,1998,Medium,Tier 3,Grocery Store,109.191
8990,NCN18,8.895,Low Fat,0.0,Household,110.954,OUT049,1999,Medium,Tier 1,Supermarket Type1,1036.29
8991,NCI54,15.2,Low Fat,0.0337359,Household,110.991,OUT018,2009,Medium,Tier 3,Supermarket Type2,1856.25
8992,NCV42,6.26,Low Fat,0.052594,Household,111.023,OUT010,1998,Medium,Tier 3,Grocery Store,221.046
8993,NCI54,15.2,Low Fat,0.0335711,Household,111.191,OUT013,1987,High,Tier 3,Supermarket Type1,1808.41
8994,NCV42,6.26,Low Fat,0.0315997,Household,111.323,OUT017,2007,Medium,Tier 2,Supermarket Type1,2431.5
8995,NCN18,8.895,Low Fat,0.124715,Household,111.454,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.53
8996,NCH30,17.1,Low Fat,0.0675339,Household,111.486,OUT017,2007,Medium,Tier 2,Supermarket Type1,2058.92
8997,NCN18,8.895,Low Fat,0.12542,Household,111.754,OUT017,2007,Medium,Tier 2,Supermarket Type1,1043.76
8998,NCN18,,Low Fat,0.124111,Household,111.754,OUT027,1985,Medium,Tier 3,Supermarket Type3,4138.61
8999,NCV42,,Low Fat,0.0550158,Household,111.823,OUT019,1985,Small,Tier 1,Grocery Store,2032.56
9000,NCD07,,Low Fat,0.0551603,Household,111.952,OUT027,1985,Medium,Tier 3,Supermarket Type3,2029.57
9001,NCN18,8.895,Low Fat,0.0,Household,111.954,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.96
9002,NCD07,9.1,Low Fat,0.0554183,Household,112.052,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.05
9003,NCH30,17.1,Low Fat,0.0670982,Household,112.286,OUT013,1987,High,Tier 3,Supermarket Type1,2112.1
9004,NCV42,6.26,LF,0.031416,Household,112.523,OUT035,2004,Small,Tier 2,Supermarket Type1,767.788
9005,NCD07,9.1,Low Fat,0.0555149,Household,112.552,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.555
9006,NCS38,8.6,Low Fat,0.0905588,Household,112.618,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.98
9007,NCN18,8.895,LF,0.124968,Household,112.754,OUT045,2002,Small,Tier 2,Supermarket Type1,3467.49
9008,NCS38,8.6,Low Fat,0.0901914,Household,112.918,OUT046,1997,Small,Tier 1,Supermarket Type1,458.07
9009,NCH30,17.1,Low Fat,0.112402,Household,112.986,OUT010,1998,Medium,Tier 3,Grocery Store,113.186
9010,NCS38,8.6,Low Fat,0.0,Household,113.118,OUT013,1987,High,Tier 3,Supermarket Type1,1021.45
9011,NCN18,8.895,Low Fat,0.124611,Household,113.154,OUT013,1987,High,Tier 3,Supermarket Type1,4250.47
9012,NCN18,8.895,Low Fat,0.125223,Household,113.354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.69
9013,NCS38,8.6,Low Fat,0.0901744,Household,113.418,OUT035,2004,Small,Tier 2,Supermarket Type1,1033.91
9014,NCH30,,Low Fat,0.117578,Household,113.886,OUT019,1985,Small,Tier 1,Grocery Store,968.599
9015,NCS38,8.6,Low Fat,0.150962,Household,114.118,OUT010,1998,Medium,Tier 3,Grocery Store,1050.11
9016,NCD07,9.1,Low Fat,0.0556545,Household,114.152,OUT018,2009,Medium,Tier 3,Supermarket Type2,1111.5
9017,NCH30,,Low Fat,0.0668289,Household,114.186,OUT027,1985,Medium,Tier 3,Supermarket Type3,1924.16
9018,NCS38,8.6,Low Fat,0.0907016,Household,114.218,OUT017,2007,Medium,Tier 2,Supermarket Type1,1070.68
9019,NCS38,8.6,Low Fat,0.0903743,Household,114.318,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.8
9020,NCG55,16.25,Low Fat,0.0391462,Household,114.318,OUT046,1997,Small,Tier 1,Supermarket Type1,1950.54
9021,NCO26,7.235,Low Fat,0.0771687,Household,114.349,OUT018,2009,Medium,Tier 3,Supermarket Type2,885.229
9022,NCH30,17.1,Low Fat,0.067154,Household,114.386,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.05
9023,NCD07,9.1,Low Fat,0.0,Household,114.452,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.93
9024,NCH30,17.1,Low Fat,0.0671414,Household,114.586,OUT035,2004,Small,Tier 2,Supermarket Type1,2942.84
9025,NCH30,17.1,Low Fat,0.0672902,Household,114.586,OUT045,2002,Small,Tier 2,Supermarket Type1,1584.6
9026,NCG55,16.25,Low Fat,0.0393056,Household,114.618,OUT018,2009,Medium,Tier 3,Supermarket Type2,1974.29
9027,NCG55,,Low Fat,0.0389566,Household,114.618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2942.19
9028,NCO26,7.235,Low Fat,0.128641,Household,114.649,OUT010,1998,Medium,Tier 3,Grocery Store,895.846
9029,NCH30,17.1,Low Fat,0.0,Household,114.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.23
9030,NCK54,12.15,Low Fat,0.0295832,Household,114.715,OUT045,2002,Small,Tier 2,Supermarket Type1,1048.64
9031,NCK54,,Low Fat,0.0293804,Household,114.715,OUT027,1985,Medium,Tier 3,Supermarket Type3,1864.24
9032,NCK54,12.15,Low Fat,0.0295178,Household,114.815,OUT035,2004,Small,Tier 2,Supermarket Type1,1492.65
9033,NCK54,12.15,Low Fat,0.0295693,Household,115.015,OUT049,1999,Medium,Tier 1,Supermarket Type1,2912.88
9034,NCD07,9.1,Low Fat,0.0553826,Household,115.052,OUT013,1987,High,Tier 3,Supermarket Type1,683.111
9035,NCA18,10.1,Low Fat,0.0560309,Household,115.149,OUT013,1987,High,Tier 3,Supermarket Type1,1737.74
9036,NCN26,10.85,LF,0.0286745,Household,115.181,OUT035,2004,Small,Tier 2,Supermarket Type1,3866.97
9037,NCN26,10.85,Low Fat,0.0286799,Household,115.181,OUT046,1997,Small,Tier 1,Supermarket Type1,2109.25
9038,NCH30,17.1,Low Fat,0.0672585,Household,115.186,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490.09
9039,NCG55,16.25,Low Fat,0.0,Household,115.218,OUT017,2007,Medium,Tier 2,Supermarket Type1,3206.49
9040,NCS38,,Low Fat,0.0,Household,115.218,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030.66
9041,NCD07,9.1,LF,0.0,Household,115.452,OUT017,2007,Medium,Tier 2,Supermarket Type1,2390.89
9042,NCN26,10.85,Low Fat,0.0287967,Household,115.481,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378.26
9043,NCA18,10.1,Low Fat,0.056067,Household,115.649,OUT035,2004,Small,Tier 2,Supermarket Type1,1249.82
9044,NCD07,9.1,Low Fat,0.0555412,Household,115.652,OUT045,2002,Small,Tier 2,Supermarket Type1,1105.05
9045,NCA18,10.1,Low Fat,0.0561913,Household,115.749,OUT045,2002,Small,Tier 2,Supermarket Type1,579.246
9046,NCS38,8.6,Low Fat,0.0903317,Household,115.818,OUT049,1999,Medium,Tier 1,Supermarket Type1,1055.79
9047,NCA18,10.1,Low Fat,0.0938624,Household,115.949,OUT010,1998,Medium,Tier 3,Grocery Store,231.698
9048,NCA18,10.1,Low Fat,0.0563948,Household,115.949,OUT017,2007,Medium,Tier 2,Supermarket Type1,1264.77
9049,NCG55,16.25,Low Fat,0.0391136,Household,116.018,OUT013,1987,High,Tier 3,Supermarket Type1,1488.73
9050,NCO26,7.235,Low Fat,0.0768556,Household,116.049,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.44
9051,NCN26,10.85,Low Fat,0.0287245,Household,116.081,OUT049,1999,Medium,Tier 1,Supermarket Type1,1360.23
9052,NCG55,16.25,Low Fat,0.0391388,Household,116.118,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.26
9053,NCG55,16.25,Low Fat,0.039207,Household,116.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9
9054,NCG55,16.25,Low Fat,0.0392256,Household,116.218,OUT045,2002,Small,Tier 2,Supermarket Type1,2020.73
9055,NCO26,7.235,Low Fat,0.0767917,Household,116.449,OUT013,1987,High,Tier 3,Supermarket Type1,2316.98
9056,NCV54,11.1,Low Fat,0.0330814,Household,116.512,OUT013,1987,High,Tier 3,Supermarket Type1,1066.61
9057,NCV54,11.1,Low Fat,0.0331027,Household,116.612,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.66
9058,NCJ18,,Low Fat,0.163148,Household,116.612,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.83
9059,NCO26,7.235,Low Fat,0.0769751,Household,116.649,OUT049,1999,Medium,Tier 1,Supermarket Type1,2664.53
9060,NCV54,,Low Fat,0.0329486,Household,116.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2488.76
9061,NCO26,7.235,Low Fat,0.0772904,Household,116.949,OUT017,2007,Medium,Tier 2,Supermarket Type1,2316.98
9062,NCN26,10.85,Low Fat,0.0288421,Household,116.981,OUT017,2007,Medium,Tier 2,Supermarket Type1,1345.4
9063,NCJ18,12.35,Low Fat,0.163942,Household,117.012,OUT046,1997,Small,Tier 1,Supermarket Type1,1540.66
9064,NCA18,10.1,Low Fat,0.0561648,Household,117.049,OUT049,1999,Medium,Tier 1,Supermarket Type1,1264.95
9065,NCN26,,Low Fat,0.0,Household,117.081,OUT027,1985,Medium,Tier 3,Supermarket Type3,5854.04
9066,NCJ18,12.35,LF,0.274405,Household,117.112,OUT010,1998,Medium,Tier 3,Grocery Store,355.537
9067,NCA18,10.1,Low Fat,0.056306,Household,117.149,OUT018,2009,Medium,Tier 3,Supermarket Type2,1254.2
9068,NCN26,10.85,Low Fat,0.0287381,Household,117.181,OUT045,2002,Small,Tier 2,Supermarket Type1,703.085
9069,NCK54,12.15,Low Fat,0.0295234,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,1509.61
9070,NCO26,7.235,Low Fat,0.0770115,Household,117.349,OUT045,2002,Small,Tier 2,Supermarket Type1,1506.04
9071,NCO26,,Low Fat,0.0764835,Household,117.349,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534.31
9072,NCA18,,Low Fat,0.055806,Household,117.449,OUT027,1985,Medium,Tier 3,Supermarket Type3,2104.6
9073,NCK54,,low fat,0.0,Household,117.515,OUT019,1985,Small,Tier 1,Grocery Store,5875.75
9074,NCO26,7.235,Low Fat,0.0768411,Household,117.549,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.44
9075,NCN26,10.85,LF,0.0480043,Household,117.581,OUT010,1998,Medium,Tier 3,Grocery Store,351.542
9076,NCJ18,12.35,Low Fat,0.163806,Household,117.612,OUT013,1987,High,Tier 3,Supermarket Type1,3910.91
9077,NCJ18,12.35,Low Fat,0.164869,Household,117.612,OUT017,2007,Medium,Tier 2,Supermarket Type1,1568.71
9078,NCJ18,12.35,Low Fat,0.16461,Household,117.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,1568.71
9079,NCK54,12.15,Low Fat,0.0,Household,117.615,OUT013,1987,High,Tier 3,Supermarket Type1,1514.69
9080,NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,Medium,Tier 2,Supermarket Type1,2330.3
9081,NCA18,10.1,Low Fat,0.0560776,Household,117.849,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.89
9082,NCK54,12.15,Low Fat,0.0,Household,118.515,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.18
9083,NCJ06,20.1,Low Fat,0.0348486,Household,118.678,OUT017,2007,Medium,Tier 2,Supermarket Type1,2502.74
9084,NCJ06,20.1,Low Fat,0.0346238,Household,118.978,OUT013,1987,High,Tier 3,Supermarket Type1,1549.32
9085,NCZ30,6.59,Low Fat,0.0262257,Household,119.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.71
9086,NCN26,10.85,Low Fat,0.0,Household,119.081,OUT013,1987,High,Tier 3,Supermarket Type1,2343.62
9087,NCZ30,6.59,Low Fat,0.0,Household,119.11,OUT017,2007,Medium,Tier 2,Supermarket Type1,964.078
9088,NCV54,11.1,Low Fat,0.0,Household,119.112,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.64
9089,NCJ18,12.35,Low Fat,0.163911,Household,119.212,OUT035,2004,Small,Tier 2,Supermarket Type1,1303.64
9090,NCV54,11.1,Low Fat,0.0332438,Household,119.312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1403.83
9091,NCV54,,Low Fat,0.0579695,Household,119.312,OUT019,1985,Small,Tier 1,Grocery Store,474.05
9092,NCK06,5.03,Low Fat,0.00866406,Household,119.376,OUT045,2002,Small,Tier 2,Supermarket Type1,605.878
9093,NCV54,11.1,Low Fat,0.0331604,Household,119.612,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.74
9094,NCJ18,12.35,Low Fat,0.164274,Household,119.812,OUT045,2002,Small,Tier 2,Supermarket Type1,2133.22
9095,NCI55,18.6,Low Fat,0.012643,Household,119.841,OUT013,1987,High,Tier 3,Supermarket Type1,365.524
9096,NCJ06,20.1,Low Fat,0.0347938,Household,119.878,OUT018,2009,Medium,Tier 3,Supermarket Type2,2650.51
9097,NCJ06,,Low Fat,0.0606723,Household,119.878,OUT019,1985,Small,Tier 1,Grocery Store,238.356
9098,NCJ06,20.1,Low Fat,0.0346526,Household,119.978,OUT046,1997,Small,Tier 1,Supermarket Type1,2532.14
9099,NCV54,11.1,Low Fat,0.0331761,Household,120.112,OUT045,2002,Small,Tier 2,Supermarket Type1,1896.2
9100,NCQ30,7.725,Low Fat,0.0290723,Household,120.141,OUT046,1997,Small,Tier 1,Supermarket Type1,983.778
9101,NCJ06,20.1,Low Fat,0.0347065,Household,120.178,OUT049,1999,Medium,Tier 1,Supermarket Type1,2560.52
9102,NCV54,11.1,Low Fat,0.0332962,Household,120.212,OUT017,2007,Medium,Tier 2,Supermarket Type1,1401.08
9103,NCQ30,7.725,Low Fat,0.0290481,Household,120.241,OUT013,1987,High,Tier 3,Supermarket Type1,1021.75
9104,NCK06,5.03,Low Fat,0.00865997,Household,120.276,OUT049,1999,Medium,Tier 1,Supermarket Type1,641.285
9105,NCJ06,20.1,Low Fat,0.0580014,Household,120.378,OUT010,1998,Medium,Tier 3,Grocery Store,2564.78
9106,NCV54,11.1,Low Fat,0.0554176,Household,120.512,OUT010,1998,Medium,Tier 3,Grocery Store,1417.95
9107,NCJ18,12.35,Low Fat,0.164197,Household,120.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.22
9108,NCJ18,,Low Fat,0.287041,Household,120.512,OUT019,1985,Small,Tier 1,Grocery Store,419.844
9109,NCQ30,,Low Fat,0.0509018,Household,120.541,OUT019,1985,Small,Tier 1,Grocery Store,365.524
9110,NCJ06,20.1,Low Fat,0.0346461,Household,120.678,OUT035,2004,Small,Tier 2,Supermarket Type1,1310.96
9111,NCJ06,,Low Fat,0.0344848,Household,120.678,OUT027,1985,Medium,Tier 3,Supermarket Type3,3499.46
9112,NCZ30,6.59,Low Fat,0.02618,Household,120.71,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.71
9113,NCZ30,,Low Fat,0.0458465,Household,120.81,OUT019,1985,Small,Tier 1,Grocery Store,2635.09
9114,NCI55,18.6,Low Fat,0.0126792,Household,120.941,OUT045,2002,Small,Tier 2,Supermarket Type1,2680.51
9115,NCQ30,7.725,LF,0.0290668,Household,121.041,OUT035,2004,Small,Tier 2,Supermarket Type1,1000.5
9116,NCK06,5.03,Low Fat,0.00869544,Household,121.176,OUT017,2007,Medium,Tier 2,Supermarket Type1,664.369
9117,NCK06,5.03,Low Fat,0.00868175,Household,121.176,OUT018,2009,Medium,Tier 3,Supermarket Type2,664.369
9118,NCJ06,20.1,Low Fat,0.0347229,Household,121.178,OUT045,2002,Small,Tier 2,Supermarket Type1,2679.25
9119,NCI55,18.6,Low Fat,0.0126536,Household,121.241,OUT046,1997,Small,Tier 1,Supermarket Type1,2435.5
9120,NCZ30,6.59,Low Fat,0.0438283,Household,121.41,OUT010,1998,Medium,Tier 3,Grocery Store,241.02
9121,NCZ30,6.59,Low Fat,0.0261632,Household,121.51,OUT013,1987,High,Tier 3,Supermarket Type1,602.549
9122,NCI55,18.6,Low Fat,0.0126732,Household,121.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.77
9123,NCQ30,,Low Fat,0.0289315,Household,121.541,OUT027,1985,Medium,Tier 3,Supermarket Type3,4201.01
9124,NCZ30,6.59,Low Fat,0.0262381,Household,121.61,OUT045,2002,Small,Tier 2,Supermarket Type1,2410.2
9125,NCP54,15.35,Low Fat,0.0351497,Household,121.673,OUT046,1997,Small,Tier 1,Supermarket Type1,2054.45
9126,NCZ30,6.59,Low Fat,0.0262916,Household,121.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.254
9127,NCI55,18.6,Low Fat,0.0127251,Household,121.841,OUT017,2007,Medium,Tier 2,Supermarket Type1,2470.21
9128,NCZ30,,LF,0.0260582,Household,121.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.27
9129,NCP54,15.35,Low Fat,0.035221,Household,121.973,OUT045,2002,Small,Tier 2,Supermarket Type1,2059.51
9130,NCK06,5.03,Low Fat,0.0144725,Household,122.076,OUT010,1998,Medium,Tier 3,Grocery Store,121.176
9131,NCK06,5.03,Low Fat,0.00863933,Household,122.276,OUT013,1987,High,Tier 3,Supermarket Type1,2059.99
9132,NCZ30,6.59,Low Fat,0.026185,Household,122.31,OUT046,1997,Small,Tier 1,Supermarket Type1,886.624
9133,NCQ30,7.725,Low Fat,0.0291907,Household,122.441,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.07
9134,NCK06,5.03,Low Fat,0.00864489,Household,122.676,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.86
9135,NCK06,5.03,Low Fat,0.00864653,Household,122.676,OUT046,1997,Small,Tier 1,Supermarket Type1,678.764
9136,NCI55,18.6,Low Fat,0.0127051,Household,122.841,OUT018,2009,Medium,Tier 3,Supermarket Type2,2513.33
9137,NCP54,15.35,Low Fat,0.0352043,Household,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2832.98
9138,NCQ30,7.725,Low Fat,0.0291175,Household,123.041,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.94
9139,NCP54,15.35,Low Fat,0.0351204,Household,123.073,OUT013,1987,High,Tier 3,Supermarket Type1,2059.2
9140,NCG30,20.2,Low Fat,0.112549,Household,123.105,OUT045,2002,Small,Tier 2,Supermarket Type1,1120.54
9141,NCI55,18.6,Low Fat,0.0126512,Household,123.141,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.99
9142,NCK06,,Low Fat,0.00860466,Household,123.176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.76
9143,NCI55,,Low Fat,0.0125923,Household,123.341,OUT027,1985,Medium,Tier 3,Supermarket Type3,4751.81
9144,NCP54,,Low Fat,0.0349795,Household,123.473,OUT027,1985,Medium,Tier 3,Supermarket Type3,3529.87
9145,NCG30,20.2,Low Fat,0.112228,Household,123.505,OUT013,1987,High,Tier 3,Supermarket Type1,2739.1
9146,NCG30,20.2,Low Fat,0.112779,Household,123.505,OUT018,2009,Medium,Tier 3,Supermarket Type2,2719.32
9147,NCG30,20.2,LF,0.112321,Household,123.605,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.11
9148,NCQ30,7.725,LF,0.048661,Household,123.741,OUT010,1998,Medium,Tier 3,Grocery Store,121.841
9149,NCQ30,7.725,Low Fat,0.0292367,Household,123.841,OUT017,2007,Medium,Tier 2,Supermarket Type1,1340.26
9150,NCQ30,7.725,Low Fat,0.0291312,Household,123.841,OUT045,2002,Small,Tier 2,Supermarket Type1,487.366
9151,NCP54,15.35,Low Fat,0.035143,Household,124.373,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.94
9152,NCG30,20.2,Low Fat,0.112496,Household,124.405,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.54
9153,NCF30,17.0,Low Fat,0.126758,Household,124.536,OUT018,2009,Medium,Tier 3,Supermarket Type2,1132.53
9154,NCP54,15.35,Low Fat,0.0352929,Household,124.573,OUT018,2009,Medium,Tier 3,Supermarket Type2,1601.25
9155,NCG30,,Low Fat,0.111777,Household,124.605,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.61
9156,NCF30,17.0,Low Fat,0.126244,Household,124.636,OUT046,1997,Small,Tier 1,Supermarket Type1,3900.92
9157,NCP54,15.35,Low Fat,0.0353485,Household,124.673,OUT017,2007,Medium,Tier 2,Supermarket Type1,2093.94
9158,NCH55,16.35,Low Fat,0.0580343,Household,124.802,OUT010,1998,Medium,Tier 3,Grocery Store,253.004
9159,NCF30,,Low Fat,0.221037,Household,124.836,OUT019,1985,Small,Tier 1,Grocery Store,564.775
9160,NCG30,20.2,Low Fat,0.112957,Household,124.905,OUT017,2007,Medium,Tier 2,Supermarket Type1,2674.46
9161,NCF30,17.0,Low Fat,0.211307,Household,125.136,OUT010,1998,Medium,Tier 3,Grocery Store,251.672
9162,NCQ42,20.35,Low Fat,0.0,Household,125.168,OUT017,2007,Medium,Tier 2,Supermarket Type1,1907.52
9163,NCH55,,Low Fat,0.0345044,Household,125.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.04
9164,NCF30,17.0,Low Fat,0.12644,Household,125.236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.2
9165,NCM54,17.7,Low Fat,0.0510183,Household,125.268,OUT049,1999,Medium,Tier 1,Supermarket Type1,2394.62
9166,NCQ42,20.35,Low Fat,0.0393478,Household,125.268,OUT045,2002,Small,Tier 2,Supermarket Type1,2753.14
9167,NCM54,17.7,Low Fat,0.0508967,Household,125.568,OUT013,1987,High,Tier 3,Supermarket Type1,1398.85
9168,NCH55,16.35,Low Fat,0.0347262,Household,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.05
9169,NCM54,,Low Fat,0.0506924,Household,125.668,OUT027,1985,Medium,Tier 3,Supermarket Type3,4832.38
9170,NCG30,,Low Fat,0.19666,Household,125.805,OUT019,1985,Small,Tier 1,Grocery Store,249.009
9171,NCF30,17.0,Low Fat,0.126958,Household,125.836,OUT017,2007,Medium,Tier 2,Supermarket Type1,2516.72
9172,NCH55,16.35,Low Fat,0.0346658,Household,125.902,OUT035,2004,Small,Tier 2,Supermarket Type1,2202.59
9173,NCL30,,Low Fat,0.0487034,Household,125.934,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.68
9174,NCF30,17.0,Low Fat,0.126139,Household,125.936,OUT013,1987,High,Tier 3,Supermarket Type1,2312.19
9175,NCM54,17.7,Low Fat,0.0510424,Household,126.168,OUT045,2002,Small,Tier 2,Supermarket Type1,2389.49
9176,NCF30,,Low Fat,0.125633,Household,126.236,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.8
9177,NCL30,18.1,Low Fat,0.0488997,Household,126.334,OUT013,1987,High,Tier 3,Supermarket Type1,2446.7
9178,NCG30,20.2,Low Fat,0.1123,Household,126.405,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.04
9179,NCC06,19.0,Low Fat,0.0269813,Household,126.534,OUT035,2004,Small,Tier 2,Supermarket Type1,2572.43
9180,NCC06,,LF,0.0472496,Household,126.734,OUT019,1985,Small,Tier 1,Grocery Store,2682.21
9181,NCF30,17.0,LF,0.12622,Household,126.736,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.36
9182,NCL30,18.1,Low Fat,0.0491398,Household,126.934,OUT018,2009,Medium,Tier 3,Supermarket Type2,2527.25
9183,NCC06,19.0,Low Fat,0.0270283,Household,127.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.84
9184,NCC06,19.0,Low Fat,0.0269864,Household,127.134,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.34
9185,NCH55,16.35,Low Fat,0.0346723,Household,127.202,OUT046,1997,Small,Tier 1,Supermarket Type1,2225.34
9186,NCM54,17.7,Low Fat,0.0512272,Household,127.268,OUT017,2007,Medium,Tier 2,Supermarket Type1,2477.9
9187,NCQ42,20.35,Low Fat,0.0392355,Household,127.268,OUT013,1987,High,Tier 3,Supermarket Type1,1017.34
9188,NCL30,18.1,Low Fat,0.0489312,Household,127.334,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5
9189,NCC06,19.0,Low Fat,0.027139,Household,127.334,OUT017,2007,Medium,Tier 2,Supermarket Type1,2940.17
